CORBA POTÈNCIA fontajau febrer-juliol 2023
26/02/2023 03:00 23 kW (estiu=False)
26/02/2023 04:00 22 kW (estiu=False)
26/02/2023 05:00 23 kW (estiu=False)
26/02/2023 06:00 22 kW (estiu=False)
26/02/2023 07:00 23 kW (estiu=False)
26/02/2023 08:00 34 kW (estiu=False)
26/02/2023 09:00 19 kW (estiu=False)
26/02/2023 10:00 17 kW (estiu=False)
26/02/2023 11:00 24 kW (estiu=False)
26/02/2023 12:00 23 kW (estiu=False)
26/02/2023 13:00 23 kW (estiu=False)
26/02/2023 14:00 23 kW (estiu=False)
26/02/2023 15:00 16 kW (estiu=False)
26/02/2023 16:00 15 kW (estiu=False)
26/02/2023 17:00 17 kW (estiu=False)
26/02/2023 18:00 46 kW (estiu=False)
26/02/2023 19:00 51 kW (estiu=False)
26/02/2023 20:00 50 kW (estiu=False)
26/02/2023 21:00 26 kW (estiu=False)
26/02/2023 22:00 24 kW (estiu=False)
26/02/2023 23:00 23 kW (estiu=False)
27/02/2023 00:00 24 kW (estiu=False)
27/02/2023 01:00 23 kW (estiu=False)
27/02/2023 02:00 22 kW (estiu=False)
27/02/2023 03:00 23 kW (estiu=False)
27/02/2023 04:00 23 kW (estiu=False)
27/02/2023 05:00 22 kW (estiu=False)
27/02/2023 06:00 23 kW (estiu=False)
27/02/2023 07:00 23 kW (estiu=False)
27/02/2023 08:00 38 kW (estiu=False)
27/02/2023 09:00 40 kW (estiu=False)
27/02/2023 10:00 44 kW (estiu=False)
27/02/2023 11:00 44 kW (estiu=False)
27/02/2023 12:00 52 kW (estiu=False)
27/02/2023 13:00 62 kW (estiu=False)
27/02/2023 14:00 61 kW (estiu=False)
27/02/2023 15:00 57 kW (estiu=False)
27/02/2023 16:00 45 kW (estiu=False)
27/02/2023 17:00 43 kW (estiu=False)
27/02/2023 18:00 67 kW (estiu=False)
27/02/2023 19:00 84 kW (estiu=False)
27/02/2023 20:00 93 kW (estiu=False)
27/02/2023 21:00 83 kW (estiu=False)
27/02/2023 22:00 61 kW (estiu=False)
27/02/2023 23:00 39 kW (estiu=False)
28/02/2023 00:00 25 kW (estiu=False)
28/02/2023 01:00 24 kW (estiu=False)
28/02/2023 02:00 23 kW (estiu=False)
28/02/2023 03:00 23 kW (estiu=False)
28/02/2023 04:00 23 kW (estiu=False)
28/02/2023 05:00 23 kW (estiu=False)
28/02/2023 06:00 22 kW (estiu=False)
28/02/2023 07:00 23 kW (estiu=False)
28/02/2023 08:00 33 kW (estiu=False)
28/02/2023 09:00 32 kW (estiu=False)
28/02/2023 10:00 40 kW (estiu=False)
28/02/2023 11:00 106 kW (estiu=False)
28/02/2023 12:00 151 kW (estiu=False)
28/02/2023 13:00 129 kW (estiu=False)
28/02/2023 14:00 87 kW (estiu=False)
28/02/2023 15:00 52 kW (estiu=False)
28/02/2023 16:00 44 kW (estiu=False)
28/02/2023 17:00 44 kW (estiu=False)
28/02/2023 18:00 78 kW (estiu=False)
28/02/2023 19:00 91 kW (estiu=False)
28/02/2023 20:00 105 kW (estiu=False)
28/02/2023 21:00 91 kW (estiu=False)
28/02/2023 22:00 72 kW (estiu=False)
28/02/2023 23:00 56 kW (estiu=False)
01/03/2023 00:00 44 kW (estiu=False)
01/03/2023 01:00 23 kW (estiu=False)
01/03/2023 02:00 24 kW (estiu=False)
01/03/2023 03:00 22 kW (estiu=False)
01/03/2023 04:00 23 kW (estiu=False)
01/03/2023 05:00 23 kW (estiu=False)
01/03/2023 06:00 22 kW (estiu=False)
01/03/2023 07:00 23 kW (estiu=False)
01/03/2023 08:00 33 kW (estiu=False)
01/03/2023 09:00 35 kW (estiu=False)
01/03/2023 10:00 89 kW (estiu=False)
01/03/2023 11:00 146 kW (estiu=False)
01/03/2023 12:00 130 kW (estiu=False)
01/03/2023 13:00 121 kW (estiu=False)
01/03/2023 14:00 89 kW (estiu=False)
01/03/2023 15:00 55 kW (estiu=False)
01/03/2023 16:00 47 kW (estiu=False)
01/03/2023 17:00 52 kW (estiu=False)
01/03/2023 18:00 72 kW (estiu=False)
01/03/2023 19:00 84 kW (estiu=False)
01/03/2023 20:00 91 kW (estiu=False)
01/03/2023 21:00 86 kW (estiu=False)
01/03/2023 22:00 74 kW (estiu=False)
01/03/2023 23:00 47 kW (estiu=False)
02/03/2023 00:00 39 kW (estiu=False)
02/03/2023 01:00 23 kW (estiu=False)
02/03/2023 02:00 24 kW (estiu=False)
02/03/2023 03:00 24 kW (estiu=False)
02/03/2023 04:00 23 kW (estiu=False)
02/03/2023 05:00 24 kW (estiu=False)
02/03/2023 06:00 24 kW (estiu=False)
02/03/2023 07:00 23 kW (estiu=False)
02/03/2023 08:00 34 kW (estiu=False)
02/03/2023 09:00 40 kW (estiu=False)
02/03/2023 10:00 50 kW (estiu=False)
02/03/2023 11:00 58 kW (estiu=False)
02/03/2023 12:00 139 kW (estiu=False)
02/03/2023 13:00 149 kW (estiu=False)
02/03/2023 14:00 140 kW (estiu=False)
02/03/2023 15:00 75 kW (estiu=False)
02/03/2023 16:00 47 kW (estiu=False)
02/03/2023 17:00 45 kW (estiu=False)
02/03/2023 18:00 69 kW (estiu=False)
02/03/2023 19:00 84 kW (estiu=False)
02/03/2023 20:00 87 kW (estiu=False)
02/03/2023 21:00 82 kW (estiu=False)
02/03/2023 22:00 66 kW (estiu=False)
02/03/2023 23:00 40 kW (estiu=False)
03/03/2023 00:00 30 kW (estiu=False)
03/03/2023 01:00 26 kW (estiu=False)
03/03/2023 02:00 25 kW (estiu=False)
03/03/2023 03:00 26 kW (estiu=False)
03/03/2023 04:00 25 kW (estiu=False)
03/03/2023 05:00 26 kW (estiu=False)
03/03/2023 06:00 26 kW (estiu=False)
03/03/2023 07:00 28 kW (estiu=False)
03/03/2023 08:00 47 kW (estiu=False)
03/03/2023 09:00 47 kW (estiu=False)
03/03/2023 10:00 55 kW (estiu=False)
03/03/2023 11:00 71 kW (estiu=False)
03/03/2023 12:00 153 kW (estiu=False)
03/03/2023 13:00 158 kW (estiu=False)
03/03/2023 14:00 96 kW (estiu=False)
03/03/2023 15:00 57 kW (estiu=False)
03/03/2023 16:00 37 kW (estiu=False)
03/03/2023 17:00 44 kW (estiu=False)
03/03/2023 18:00 84 kW (estiu=False)
03/03/2023 19:00 75 kW (estiu=False)
03/03/2023 20:00 76 kW (estiu=False)
03/03/2023 21:00 70 kW (estiu=False)
03/03/2023 22:00 66 kW (estiu=False)
03/03/2023 23:00 56 kW (estiu=False)
04/03/2023 00:00 41 kW (estiu=False)
04/03/2023 01:00 24 kW (estiu=False)
04/03/2023 02:00 23 kW (estiu=False)
04/03/2023 03:00 24 kW (estiu=False)
04/03/2023 04:00 23 kW (estiu=False)
04/03/2023 05:00 23 kW (estiu=False)
04/03/2023 06:00 23 kW (estiu=False)
04/03/2023 07:00 23 kW (estiu=False)
04/03/2023 08:00 38 kW (estiu=False)
04/03/2023 09:00 42 kW (estiu=False)
04/03/2023 10:00 68 kW (estiu=False)
04/03/2023 11:00 131 kW (estiu=False)
04/03/2023 12:00 137 kW (estiu=False)
04/03/2023 13:00 62 kW (estiu=False)
04/03/2023 14:00 51 kW (estiu=False)
04/03/2023 15:00 28 kW (estiu=False)
04/03/2023 16:00 41 kW (estiu=False)
04/03/2023 17:00 47 kW (estiu=False)
04/03/2023 18:00 47 kW (estiu=False)
04/03/2023 19:00 51 kW (estiu=False)
04/03/2023 20:00 58 kW (estiu=False)
04/03/2023 21:00 57 kW (estiu=False)
04/03/2023 22:00 48 kW (estiu=False)
04/03/2023 23:00 29 kW (estiu=False)
05/03/2023 00:00 24 kW (estiu=False)
05/03/2023 01:00 24 kW (estiu=False)
05/03/2023 02:00 23 kW (estiu=False)
05/03/2023 03:00 24 kW (estiu=False)
05/03/2023 04:00 23 kW (estiu=False)
05/03/2023 05:00 23 kW (estiu=False)
05/03/2023 06:00 23 kW (estiu=False)
05/03/2023 07:00 25 kW (estiu=False)
05/03/2023 08:00 36 kW (estiu=False)
05/03/2023 09:00 29 kW (estiu=False)
05/03/2023 10:00 95 kW (estiu=False)
05/03/2023 11:00 123 kW (estiu=False)
05/03/2023 12:00 95 kW (estiu=False)
05/03/2023 13:00 51 kW (estiu=False)
05/03/2023 14:00 43 kW (estiu=False)
05/03/2023 15:00 22 kW (estiu=False)
05/03/2023 16:00 34 kW (estiu=False)
05/03/2023 17:00 59 kW (estiu=False)
05/03/2023 18:00 180 kW (estiu=False)
05/03/2023 19:00 167 kW (estiu=False)
05/03/2023 20:00 144 kW (estiu=False)
05/03/2023 21:00 74 kW (estiu=False)
05/03/2023 22:00 54 kW (estiu=False)
05/03/2023 23:00 43 kW (estiu=False)
06/03/2023 00:00 31 kW (estiu=False)
06/03/2023 01:00 27 kW (estiu=False)
06/03/2023 02:00 25 kW (estiu=False)
06/03/2023 03:00 26 kW (estiu=False)
06/03/2023 04:00 25 kW (estiu=False)
06/03/2023 05:00 26 kW (estiu=False)
06/03/2023 06:00 26 kW (estiu=False)
06/03/2023 07:00 26 kW (estiu=False)
06/03/2023 08:00 37 kW (estiu=False)
06/03/2023 09:00 33 kW (estiu=False)
06/03/2023 10:00 47 kW (estiu=False)
06/03/2023 11:00 101 kW (estiu=False)
06/03/2023 12:00 133 kW (estiu=False)
06/03/2023 13:00 127 kW (estiu=False)
06/03/2023 14:00 92 kW (estiu=False)
06/03/2023 15:00 43 kW (estiu=False)
06/03/2023 16:00 35 kW (estiu=False)
06/03/2023 17:00 41 kW (estiu=False)
06/03/2023 18:00 69 kW (estiu=False)
06/03/2023 19:00 92 kW (estiu=False)
06/03/2023 20:00 99 kW (estiu=False)
06/03/2023 21:00 91 kW (estiu=False)
06/03/2023 22:00 81 kW (estiu=False)
06/03/2023 23:00 58 kW (estiu=False)
07/03/2023 00:00 44 kW (estiu=False)
07/03/2023 01:00 26 kW (estiu=False)
07/03/2023 02:00 24 kW (estiu=False)
07/03/2023 03:00 25 kW (estiu=False)
07/03/2023 04:00 25 kW (estiu=False)
07/03/2023 05:00 24 kW (estiu=False)
07/03/2023 06:00 24 kW (estiu=False)
07/03/2023 07:00 27 kW (estiu=False)
07/03/2023 08:00 39 kW (estiu=False)
07/03/2023 09:00 46 kW (estiu=False)
07/03/2023 10:00 55 kW (estiu=False)
07/03/2023 11:00 131 kW (estiu=False)
07/03/2023 12:00 136 kW (estiu=False)
07/03/2023 13:00 81 kW (estiu=False)
07/03/2023 14:00 72 kW (estiu=False)
07/03/2023 15:00 54 kW (estiu=False)
07/03/2023 16:00 37 kW (estiu=False)
07/03/2023 17:00 35 kW (estiu=False)
07/03/2023 18:00 59 kW (estiu=False)
07/03/2023 19:00 71 kW (estiu=False)
07/03/2023 20:00 91 kW (estiu=False)
07/03/2023 21:00 75 kW (estiu=False)
07/03/2023 22:00 68 kW (estiu=False)
07/03/2023 23:00 58 kW (estiu=False)
08/03/2023 00:00 43 kW (estiu=False)
08/03/2023 01:00 25 kW (estiu=False)
08/03/2023 02:00 25 kW (estiu=False)
08/03/2023 03:00 25 kW (estiu=False)
08/03/2023 04:00 25 kW (estiu=False)
08/03/2023 05:00 24 kW (estiu=False)
08/03/2023 06:00 24 kW (estiu=False)
08/03/2023 07:00 27 kW (estiu=False)
08/03/2023 08:00 21 kW (estiu=False)
08/03/2023 09:00 0 kW (estiu=False)
08/03/2023 10:00 0 kW (estiu=False)
08/03/2023 11:00 0 kW (estiu=False)
08/03/2023 12:00 0 kW (estiu=False)
08/03/2023 13:00 0 kW (estiu=False)
08/03/2023 14:00 0 kW (estiu=False)
08/03/2023 15:00 0 kW (estiu=False)
08/03/2023 16:00 0 kW (estiu=False)
08/03/2023 17:00 0 kW (estiu=False)
08/03/2023 18:00 0 kW (estiu=False)
08/03/2023 19:00 0 kW (estiu=False)
08/03/2023 20:00 0 kW (estiu=False)
08/03/2023 21:00 0 kW (estiu=False)
08/03/2023 22:00 0 kW (estiu=False)
08/03/2023 23:00 0 kW (estiu=False)
09/03/2023 00:00 0 kW (estiu=False)
09/03/2023 01:00 0 kW (estiu=False)
09/03/2023 02:00 0 kW (estiu=False)
09/03/2023 03:00 0 kW (estiu=False)
09/03/2023 04:00 0 kW (estiu=False)
09/03/2023 05:00 0 kW (estiu=False)
09/03/2023 06:00 0 kW (estiu=False)
09/03/2023 07:00 0 kW (estiu=False)
09/03/2023 08:00 0 kW (estiu=False)
09/03/2023 09:00 0 kW (estiu=False)
09/03/2023 10:00 0 kW (estiu=False)
09/03/2023 11:00 0 kW (estiu=False)
09/03/2023 12:00 0 kW (estiu=False)
09/03/2023 13:00 0 kW (estiu=False)
09/03/2023 14:00 0 kW (estiu=False)
09/03/2023 15:00 0 kW (estiu=False)
09/03/2023 16:00 0 kW (estiu=False)
09/03/2023 17:00 29 kW (estiu=False)
09/03/2023 18:00 58 kW (estiu=False)
09/03/2023 19:00 75 kW (estiu=False)
09/03/2023 20:00 86 kW (estiu=False)
09/03/2023 21:00 67 kW (estiu=False)
09/03/2023 22:00 62 kW (estiu=False)
09/03/2023 23:00 54 kW (estiu=False)
10/03/2023 00:00 36 kW (estiu=False)
10/03/2023 01:00 23 kW (estiu=False)
10/03/2023 02:00 24 kW (estiu=False)
10/03/2023 03:00 24 kW (estiu=False)
10/03/2023 04:00 24 kW (estiu=False)
10/03/2023 05:00 24 kW (estiu=False)
10/03/2023 06:00 23 kW (estiu=False)
10/03/2023 07:00 24 kW (estiu=False)
10/03/2023 08:00 31 kW (estiu=False)
10/03/2023 09:00 37 kW (estiu=False)
10/03/2023 10:00 72 kW (estiu=False)
10/03/2023 11:00 126 kW (estiu=False)
10/03/2023 12:00 101 kW (estiu=False)
10/03/2023 13:00 69 kW (estiu=False)
10/03/2023 14:00 65 kW (estiu=False)
10/03/2023 15:00 40 kW (estiu=False)
10/03/2023 16:00 25 kW (estiu=False)
10/03/2023 17:00 29 kW (estiu=False)
10/03/2023 18:00 50 kW (estiu=False)
10/03/2023 19:00 47 kW (estiu=False)
10/03/2023 20:00 53 kW (estiu=False)
10/03/2023 21:00 52 kW (estiu=False)
10/03/2023 22:00 49 kW (estiu=False)
10/03/2023 23:00 48 kW (estiu=False)
11/03/2023 00:00 37 kW (estiu=False)
11/03/2023 01:00 24 kW (estiu=False)
11/03/2023 02:00 24 kW (estiu=False)
11/03/2023 03:00 24 kW (estiu=False)
11/03/2023 04:00 23 kW (estiu=False)
11/03/2023 05:00 23 kW (estiu=False)
11/03/2023 06:00 23 kW (estiu=False)
11/03/2023 07:00 24 kW (estiu=False)
11/03/2023 08:00 27 kW (estiu=False)
11/03/2023 09:00 25 kW (estiu=False)
11/03/2023 10:00 30 kW (estiu=False)
11/03/2023 11:00 33 kW (estiu=False)
11/03/2023 12:00 52 kW (estiu=False)
11/03/2023 13:00 58 kW (estiu=False)
11/03/2023 14:00 56 kW (estiu=False)
11/03/2023 15:00 26 kW (estiu=False)
11/03/2023 16:00 42 kW (estiu=False)
11/03/2023 17:00 49 kW (estiu=False)
11/03/2023 18:00 56 kW (estiu=False)
11/03/2023 19:00 59 kW (estiu=False)
11/03/2023 20:00 60 kW (estiu=False)
11/03/2023 21:00 54 kW (estiu=False)
11/03/2023 22:00 48 kW (estiu=False)
11/03/2023 23:00 44 kW (estiu=False)
12/03/2023 00:00 39 kW (estiu=False)
12/03/2023 01:00 25 kW (estiu=False)
12/03/2023 02:00 25 kW (estiu=False)
12/03/2023 03:00 25 kW (estiu=False)
12/03/2023 04:00 25 kW (estiu=False)
12/03/2023 05:00 25 kW (estiu=False)
12/03/2023 06:00 24 kW (estiu=False)
12/03/2023 07:00 26 kW (estiu=False)
12/03/2023 08:00 31 kW (estiu=False)
12/03/2023 09:00 32 kW (estiu=False)
12/03/2023 10:00 46 kW (estiu=False)
12/03/2023 11:00 62 kW (estiu=False)
12/03/2023 12:00 125 kW (estiu=False)
12/03/2023 13:00 126 kW (estiu=False)
12/03/2023 14:00 126 kW (estiu=False)
12/03/2023 15:00 98 kW (estiu=False)
12/03/2023 16:00 53 kW (estiu=False)
12/03/2023 17:00 39 kW (estiu=False)
12/03/2023 18:00 55 kW (estiu=False)
12/03/2023 19:00 59 kW (estiu=False)
12/03/2023 20:00 61 kW (estiu=False)
12/03/2023 21:00 39 kW (estiu=False)
12/03/2023 22:00 34 kW (estiu=False)
12/03/2023 23:00 28 kW (estiu=False)
13/03/2023 00:00 28 kW (estiu=False)
13/03/2023 01:00 24 kW (estiu=False)
13/03/2023 02:00 24 kW (estiu=False)
13/03/2023 03:00 24 kW (estiu=False)
13/03/2023 04:00 25 kW (estiu=False)
13/03/2023 05:00 24 kW (estiu=False)
13/03/2023 06:00 25 kW (estiu=False)
13/03/2023 07:00 26 kW (estiu=False)
13/03/2023 08:00 30 kW (estiu=False)
13/03/2023 09:00 37 kW (estiu=False)
13/03/2023 10:00 38 kW (estiu=False)
13/03/2023 11:00 44 kW (estiu=False)
13/03/2023 12:00 43 kW (estiu=False)
13/03/2023 13:00 52 kW (estiu=False)
13/03/2023 14:00 46 kW (estiu=False)
13/03/2023 15:00 35 kW (estiu=False)
13/03/2023 16:00 33 kW (estiu=False)
13/03/2023 17:00 29 kW (estiu=False)
13/03/2023 18:00 50 kW (estiu=False)
13/03/2023 19:00 52 kW (estiu=False)
13/03/2023 20:00 59 kW (estiu=False)
13/03/2023 21:00 58 kW (estiu=False)
13/03/2023 22:00 56 kW (estiu=False)
13/03/2023 23:00 48 kW (estiu=False)
14/03/2023 00:00 36 kW (estiu=False)
14/03/2023 01:00 24 kW (estiu=False)
14/03/2023 02:00 24 kW (estiu=False)
14/03/2023 03:00 23 kW (estiu=False)
14/03/2023 04:00 23 kW (estiu=False)
14/03/2023 05:00 24 kW (estiu=False)
14/03/2023 06:00 23 kW (estiu=False)
14/03/2023 07:00 24 kW (estiu=False)
14/03/2023 08:00 27 kW (estiu=False)
14/03/2023 09:00 39 kW (estiu=False)
14/03/2023 10:00 50 kW (estiu=False)
14/03/2023 11:00 61 kW (estiu=False)
14/03/2023 12:00 71 kW (estiu=False)
14/03/2023 13:00 67 kW (estiu=False)
14/03/2023 14:00 67 kW (estiu=False)
14/03/2023 15:00 44 kW (estiu=False)
14/03/2023 16:00 30 kW (estiu=False)
14/03/2023 17:00 29 kW (estiu=False)
14/03/2023 18:00 47 kW (estiu=False)
14/03/2023 19:00 50 kW (estiu=False)
14/03/2023 20:00 61 kW (estiu=False)
14/03/2023 21:00 60 kW (estiu=False)
14/03/2023 22:00 56 kW (estiu=False)
14/03/2023 23:00 48 kW (estiu=False)
15/03/2023 00:00 34 kW (estiu=False)
15/03/2023 01:00 25 kW (estiu=False)
15/03/2023 02:00 23 kW (estiu=False)
15/03/2023 03:00 23 kW (estiu=False)
15/03/2023 04:00 23 kW (estiu=False)
15/03/2023 05:00 23 kW (estiu=False)
15/03/2023 06:00 22 kW (estiu=False)
15/03/2023 07:00 24 kW (estiu=False)
15/03/2023 08:00 29 kW (estiu=False)
15/03/2023 09:00 39 kW (estiu=False)
15/03/2023 10:00 64 kW (estiu=False)
15/03/2023 11:00 132 kW (estiu=False)
15/03/2023 12:00 120 kW (estiu=False)
15/03/2023 13:00 66 kW (estiu=False)
15/03/2023 14:00 63 kW (estiu=False)
15/03/2023 15:00 41 kW (estiu=False)
15/03/2023 16:00 29 kW (estiu=False)
15/03/2023 17:00 26 kW (estiu=False)
15/03/2023 18:00 38 kW (estiu=False)
15/03/2023 19:00 51 kW (estiu=False)
15/03/2023 20:00 62 kW (estiu=False)
15/03/2023 21:00 61 kW (estiu=False)
15/03/2023 22:00 58 kW (estiu=False)
15/03/2023 23:00 48 kW (estiu=False)
16/03/2023 00:00 38 kW (estiu=False)
16/03/2023 01:00 24 kW (estiu=False)
16/03/2023 02:00 23 kW (estiu=False)
16/03/2023 03:00 23 kW (estiu=False)
16/03/2023 04:00 24 kW (estiu=False)
16/03/2023 05:00 23 kW (estiu=False)
16/03/2023 06:00 24 kW (estiu=False)
16/03/2023 07:00 24 kW (estiu=False)
16/03/2023 08:00 27 kW (estiu=False)
16/03/2023 09:00 44 kW (estiu=False)
16/03/2023 10:00 63 kW (estiu=False)
16/03/2023 11:00 130 kW (estiu=False)
16/03/2023 12:00 97 kW (estiu=False)
16/03/2023 13:00 55 kW (estiu=False)
16/03/2023 14:00 31 kW (estiu=False)
16/03/2023 15:00 30 kW (estiu=False)
16/03/2023 16:00 29 kW (estiu=False)
16/03/2023 17:00 40 kW (estiu=False)
16/03/2023 18:00 50 kW (estiu=False)
16/03/2023 19:00 55 kW (estiu=False)
16/03/2023 20:00 63 kW (estiu=False)
16/03/2023 21:00 58 kW (estiu=False)
16/03/2023 22:00 54 kW (estiu=False)
16/03/2023 23:00 48 kW (estiu=False)
17/03/2023 00:00 34 kW (estiu=False)
17/03/2023 01:00 23 kW (estiu=False)
17/03/2023 02:00 24 kW (estiu=False)
17/03/2023 03:00 23 kW (estiu=False)
17/03/2023 04:00 23 kW (estiu=False)
17/03/2023 05:00 23 kW (estiu=False)
17/03/2023 06:00 22 kW (estiu=False)
17/03/2023 07:00 24 kW (estiu=False)
17/03/2023 08:00 29 kW (estiu=False)
17/03/2023 09:00 42 kW (estiu=False)
17/03/2023 10:00 62 kW (estiu=False)
17/03/2023 11:00 130 kW (estiu=False)
17/03/2023 12:00 119 kW (estiu=False)
17/03/2023 13:00 61 kW (estiu=False)
17/03/2023 14:00 62 kW (estiu=False)
17/03/2023 15:00 44 kW (estiu=False)
17/03/2023 16:00 25 kW (estiu=False)
17/03/2023 17:00 24 kW (estiu=False)
17/03/2023 18:00 28 kW (estiu=False)
17/03/2023 19:00 46 kW (estiu=False)
17/03/2023 20:00 62 kW (estiu=False)
17/03/2023 21:00 62 kW (estiu=False)
17/03/2023 22:00 55 kW (estiu=False)
17/03/2023 23:00 47 kW (estiu=False)
18/03/2023 00:00 29 kW (estiu=False)
18/03/2023 01:00 26 kW (estiu=False)
18/03/2023 02:00 25 kW (estiu=False)
18/03/2023 03:00 24 kW (estiu=False)
18/03/2023 04:00 25 kW (estiu=False)
18/03/2023 05:00 24 kW (estiu=False)
18/03/2023 06:00 25 kW (estiu=False)
18/03/2023 07:00 24 kW (estiu=False)
18/03/2023 08:00 23 kW (estiu=False)
18/03/2023 09:00 45 kW (estiu=False)
18/03/2023 10:00 51 kW (estiu=False)
18/03/2023 11:00 56 kW (estiu=False)
18/03/2023 12:00 62 kW (estiu=False)
18/03/2023 13:00 46 kW (estiu=False)
18/03/2023 14:00 28 kW (estiu=False)
18/03/2023 15:00 17 kW (estiu=False)
18/03/2023 16:00 15 kW (estiu=False)
18/03/2023 17:00 20 kW (estiu=False)
18/03/2023 18:00 47 kW (estiu=False)
18/03/2023 19:00 47 kW (estiu=False)
18/03/2023 20:00 58 kW (estiu=False)
18/03/2023 21:00 57 kW (estiu=False)
18/03/2023 22:00 37 kW (estiu=False)
18/03/2023 23:00 25 kW (estiu=False)
19/03/2023 00:00 25 kW (estiu=False)
19/03/2023 01:00 23 kW (estiu=False)
19/03/2023 02:00 24 kW (estiu=False)
19/03/2023 03:00 24 kW (estiu=False)
19/03/2023 04:00 23 kW (estiu=False)
19/03/2023 05:00 22 kW (estiu=False)
19/03/2023 06:00 24 kW (estiu=False)
19/03/2023 07:00 22 kW (estiu=False)
19/03/2023 08:00 28 kW (estiu=False)
19/03/2023 09:00 29 kW (estiu=False)
19/03/2023 10:00 64 kW (estiu=False)
19/03/2023 11:00 65 kW (estiu=False)
19/03/2023 12:00 49 kW (estiu=False)
19/03/2023 13:00 34 kW (estiu=False)
19/03/2023 14:00 29 kW (estiu=False)
19/03/2023 15:00 19 kW (estiu=False)
19/03/2023 16:00 40 kW (estiu=False)
19/03/2023 17:00 64 kW (estiu=False)
19/03/2023 18:00 162 kW (estiu=False)
19/03/2023 19:00 122 kW (estiu=False)
19/03/2023 20:00 123 kW (estiu=False)
19/03/2023 21:00 50 kW (estiu=False)
19/03/2023 22:00 35 kW (estiu=False)
19/03/2023 23:00 31 kW (estiu=False)
20/03/2023 00:00 26 kW (estiu=False)
20/03/2023 01:00 24 kW (estiu=False)
20/03/2023 02:00 24 kW (estiu=False)
20/03/2023 03:00 25 kW (estiu=False)
20/03/2023 04:00 25 kW (estiu=False)
20/03/2023 05:00 24 kW (estiu=False)
20/03/2023 06:00 24 kW (estiu=False)
20/03/2023 07:00 23 kW (estiu=False)
20/03/2023 08:00 35 kW (estiu=False)
20/03/2023 09:00 41 kW (estiu=False)
20/03/2023 10:00 49 kW (estiu=False)
20/03/2023 11:00 51 kW (estiu=False)
20/03/2023 12:00 46 kW (estiu=False)
20/03/2023 13:00 48 kW (estiu=False)
20/03/2023 14:00 42 kW (estiu=False)
20/03/2023 15:00 33 kW (estiu=False)
20/03/2023 16:00 30 kW (estiu=False)
20/03/2023 17:00 28 kW (estiu=False)
20/03/2023 18:00 45 kW (estiu=False)
20/03/2023 19:00 51 kW (estiu=False)
20/03/2023 20:00 60 kW (estiu=False)
20/03/2023 21:00 60 kW (estiu=False)
20/03/2023 22:00 57 kW (estiu=False)
20/03/2023 23:00 54 kW (estiu=False)
21/03/2023 00:00 43 kW (estiu=False)
21/03/2023 01:00 24 kW (estiu=False)
21/03/2023 02:00 23 kW (estiu=False)
21/03/2023 03:00 24 kW (estiu=False)
21/03/2023 04:00 23 kW (estiu=False)
21/03/2023 05:00 23 kW (estiu=False)
21/03/2023 06:00 24 kW (estiu=False)
21/03/2023 07:00 22 kW (estiu=False)
21/03/2023 08:00 26 kW (estiu=False)
21/03/2023 09:00 29 kW (estiu=False)
21/03/2023 10:00 92 kW (estiu=False)
21/03/2023 11:00 110 kW (estiu=False)
21/03/2023 12:00 67 kW (estiu=False)
21/03/2023 13:00 65 kW (estiu=False)
21/03/2023 14:00 60 kW (estiu=False)
21/03/2023 15:00 37 kW (estiu=False)
21/03/2023 16:00 29 kW (estiu=False)
21/03/2023 17:00 29 kW (estiu=False)
21/03/2023 18:00 34 kW (estiu=False)
21/03/2023 19:00 50 kW (estiu=False)
21/03/2023 20:00 62 kW (estiu=False)
21/03/2023 21:00 64 kW (estiu=False)
21/03/2023 22:00 61 kW (estiu=False)
21/03/2023 23:00 53 kW (estiu=False)
22/03/2023 00:00 43 kW (estiu=False)
22/03/2023 01:00 24 kW (estiu=False)
22/03/2023 02:00 24 kW (estiu=False)
22/03/2023 03:00 23 kW (estiu=False)
22/03/2023 04:00 24 kW (estiu=False)
22/03/2023 05:00 24 kW (estiu=False)
22/03/2023 06:00 23 kW (estiu=False)
22/03/2023 07:00 22 kW (estiu=False)
22/03/2023 08:00 30 kW (estiu=False)
22/03/2023 09:00 42 kW (estiu=False)
22/03/2023 10:00 102 kW (estiu=False)
22/03/2023 11:00 132 kW (estiu=False)
22/03/2023 12:00 76 kW (estiu=False)
22/03/2023 13:00 65 kW (estiu=False)
22/03/2023 14:00 66 kW (estiu=False)
22/03/2023 15:00 34 kW (estiu=False)
22/03/2023 16:00 27 kW (estiu=False)
22/03/2023 17:00 33 kW (estiu=False)
22/03/2023 18:00 48 kW (estiu=False)
22/03/2023 19:00 52 kW (estiu=False)
22/03/2023 20:00 61 kW (estiu=False)
22/03/2023 21:00 62 kW (estiu=False)
22/03/2023 22:00 59 kW (estiu=False)
22/03/2023 23:00 54 kW (estiu=False)
23/03/2023 00:00 48 kW (estiu=False)
23/03/2023 01:00 25 kW (estiu=False)
23/03/2023 02:00 24 kW (estiu=False)
23/03/2023 03:00 25 kW (estiu=False)
23/03/2023 04:00 24 kW (estiu=False)
23/03/2023 05:00 23 kW (estiu=False)
23/03/2023 06:00 23 kW (estiu=False)
23/03/2023 07:00 21 kW (estiu=False)
23/03/2023 08:00 21 kW (estiu=False)
23/03/2023 09:00 36 kW (estiu=False)
