CORBA POTÈNCIA fontajau febrer-juliol 2023
23/03/2023 10:00 45 kW (estiu=False)
23/03/2023 11:00 46 kW (estiu=False)
23/03/2023 12:00 54 kW (estiu=False)
23/03/2023 13:00 62 kW (estiu=False)
23/03/2023 14:00 53 kW (estiu=False)
23/03/2023 15:00 38 kW (estiu=False)
23/03/2023 16:00 41 kW (estiu=False)
23/03/2023 17:00 35 kW (estiu=False)
23/03/2023 18:00 39 kW (estiu=False)
23/03/2023 19:00 52 kW (estiu=False)
23/03/2023 20:00 63 kW (estiu=False)
23/03/2023 21:00 63 kW (estiu=False)
23/03/2023 22:00 57 kW (estiu=False)
23/03/2023 23:00 55 kW (estiu=False)
24/03/2023 00:00 39 kW (estiu=False)
24/03/2023 01:00 24 kW (estiu=False)
24/03/2023 02:00 24 kW (estiu=False)
24/03/2023 03:00 24 kW (estiu=False)
24/03/2023 04:00 23 kW (estiu=False)
24/03/2023 05:00 23 kW (estiu=False)
24/03/2023 06:00 23 kW (estiu=False)
24/03/2023 07:00 21 kW (estiu=False)
24/03/2023 08:00 24 kW (estiu=False)
24/03/2023 09:00 36 kW (estiu=False)
24/03/2023 10:00 47 kW (estiu=False)
24/03/2023 11:00 61 kW (estiu=False)
24/03/2023 12:00 62 kW (estiu=False)
24/03/2023 13:00 65 kW (estiu=False)
24/03/2023 14:00 61 kW (estiu=False)
24/03/2023 15:00 45 kW (estiu=False)
24/03/2023 16:00 39 kW (estiu=False)
24/03/2023 17:00 42 kW (estiu=False)
24/03/2023 18:00 36 kW (estiu=False)
24/03/2023 19:00 43 kW (estiu=False)
24/03/2023 20:00 56 kW (estiu=False)
24/03/2023 21:00 57 kW (estiu=False)
24/03/2023 22:00 55 kW (estiu=False)
24/03/2023 23:00 56 kW (estiu=False)
25/03/2023 00:00 43 kW (estiu=False)
25/03/2023 01:00 26 kW (estiu=False)
25/03/2023 02:00 24 kW (estiu=False)
25/03/2023 03:00 25 kW (estiu=False)
25/03/2023 04:00 25 kW (estiu=False)
25/03/2023 05:00 24 kW (estiu=False)
25/03/2023 06:00 24 kW (estiu=False)
25/03/2023 07:00 21 kW (estiu=False)
25/03/2023 08:00 29 kW (estiu=False)
25/03/2023 09:00 43 kW (estiu=False)
25/03/2023 10:00 55 kW (estiu=False)
25/03/2023 11:00 68 kW (estiu=False)
25/03/2023 12:00 68 kW (estiu=False)
25/03/2023 13:00 64 kW (estiu=False)
25/03/2023 14:00 61 kW (estiu=False)
25/03/2023 15:00 45 kW (estiu=False)
25/03/2023 16:00 57 kW (estiu=False)
25/03/2023 17:00 94 kW (estiu=False)
25/03/2023 18:00 139 kW (estiu=False)
25/03/2023 19:00 135 kW (estiu=False)
25/03/2023 20:00 143 kW (estiu=False)
25/03/2023 21:00 93 kW (estiu=False)
25/03/2023 22:00 62 kW (estiu=False)
25/03/2023 23:00 49 kW (estiu=False)
26/03/2023 00:00 39 kW (estiu=False)
26/03/2023 01:00 24 kW (estiu=False)
26/03/2023 03:00 24 kW (estiu=True)
26/03/2023 04:00 24 kW (estiu=True)
26/03/2023 05:00 23 kW (estiu=True)
26/03/2023 06:00 24 kW (estiu=True)
26/03/2023 07:00 25 kW (estiu=True)
26/03/2023 08:00 39 kW (estiu=True)
26/03/2023 09:00 37 kW (estiu=True)
26/03/2023 10:00 42 kW (estiu=True)
26/03/2023 11:00 60 kW (estiu=True)
26/03/2023 12:00 62 kW (estiu=True)
26/03/2023 13:00 38 kW (estiu=True)
26/03/2023 14:00 29 kW (estiu=True)
26/03/2023 15:00 24 kW (estiu=True)
26/03/2023 16:00 43 kW (estiu=True)
26/03/2023 17:00 79 kW (estiu=True)
26/03/2023 18:00 123 kW (estiu=True)
26/03/2023 19:00 118 kW (estiu=True)
26/03/2023 20:00 97 kW (estiu=True)
26/03/2023 21:00 58 kW (estiu=True)
26/03/2023 22:00 41 kW (estiu=True)
26/03/2023 23:00 34 kW (estiu=True)
27/03/2023 00:00 30 kW (estiu=True)
27/03/2023 01:00 24 kW (estiu=True)
27/03/2023 02:00 25 kW (estiu=True)
27/03/2023 03:00 24 kW (estiu=True)
27/03/2023 04:00 24 kW (estiu=True)
27/03/2023 05:00 25 kW (estiu=True)
27/03/2023 06:00 24 kW (estiu=True)
27/03/2023 07:00 25 kW (estiu=True)
27/03/2023 08:00 46 kW (estiu=True)
27/03/2023 09:00 42 kW (estiu=True)
27/03/2023 10:00 47 kW (estiu=True)
27/03/2023 11:00 55 kW (estiu=True)
27/03/2023 12:00 103 kW (estiu=True)
27/03/2023 13:00 66 kW (estiu=True)
27/03/2023 14:00 62 kW (estiu=True)
27/03/2023 15:00 32 kW (estiu=True)
27/03/2023 16:00 28 kW (estiu=True)
27/03/2023 17:00 30 kW (estiu=True)
27/03/2023 18:00 41 kW (estiu=True)
27/03/2023 19:00 56 kW (estiu=True)
27/03/2023 20:00 53 kW (estiu=True)
27/03/2023 21:00 57 kW (estiu=True)
27/03/2023 22:00 58 kW (estiu=True)
27/03/2023 23:00 56 kW (estiu=True)
28/03/2023 00:00 43 kW (estiu=True)
28/03/2023 01:00 24 kW (estiu=True)
28/03/2023 02:00 24 kW (estiu=True)
28/03/2023 03:00 24 kW (estiu=True)
28/03/2023 04:00 23 kW (estiu=True)
28/03/2023 05:00 24 kW (estiu=True)
28/03/2023 06:00 23 kW (estiu=True)
28/03/2023 07:00 24 kW (estiu=True)
28/03/2023 08:00 44 kW (estiu=True)
28/03/2023 09:00 43 kW (estiu=True)
28/03/2023 10:00 48 kW (estiu=True)
28/03/2023 11:00 67 kW (estiu=True)
28/03/2023 12:00 70 kW (estiu=True)
28/03/2023 13:00 65 kW (estiu=True)
28/03/2023 14:00 63 kW (estiu=True)
28/03/2023 15:00 42 kW (estiu=True)
28/03/2023 16:00 30 kW (estiu=True)
28/03/2023 17:00 27 kW (estiu=True)
28/03/2023 18:00 32 kW (estiu=True)
28/03/2023 19:00 44 kW (estiu=True)
28/03/2023 20:00 50 kW (estiu=True)
28/03/2023 21:00 58 kW (estiu=True)
28/03/2023 22:00 58 kW (estiu=True)
28/03/2023 23:00 52 kW (estiu=True)
29/03/2023 00:00 43 kW (estiu=True)
29/03/2023 01:00 24 kW (estiu=True)
29/03/2023 02:00 24 kW (estiu=True)
29/03/2023 03:00 24 kW (estiu=True)
29/03/2023 04:00 24 kW (estiu=True)
29/03/2023 05:00 23 kW (estiu=True)
29/03/2023 06:00 23 kW (estiu=True)
29/03/2023 07:00 26 kW (estiu=True)
29/03/2023 08:00 43 kW (estiu=True)
29/03/2023 09:00 29 kW (estiu=True)
29/03/2023 10:00 39 kW (estiu=True)
29/03/2023 11:00 60 kW (estiu=True)
29/03/2023 12:00 64 kW (estiu=True)
29/03/2023 13:00 58 kW (estiu=True)
29/03/2023 14:00 46 kW (estiu=True)
29/03/2023 15:00 33 kW (estiu=True)
29/03/2023 16:00 29 kW (estiu=True)
29/03/2023 17:00 27 kW (estiu=True)
29/03/2023 18:00 32 kW (estiu=True)
29/03/2023 19:00 48 kW (estiu=True)
29/03/2023 20:00 47 kW (estiu=True)
29/03/2023 21:00 56 kW (estiu=True)
29/03/2023 22:00 57 kW (estiu=True)
29/03/2023 23:00 51 kW (estiu=True)
30/03/2023 00:00 42 kW (estiu=True)
30/03/2023 01:00 25 kW (estiu=True)
30/03/2023 02:00 24 kW (estiu=True)
30/03/2023 03:00 23 kW (estiu=True)
30/03/2023 04:00 24 kW (estiu=True)
30/03/2023 05:00 24 kW (estiu=True)
30/03/2023 06:00 23 kW (estiu=True)
30/03/2023 07:00 30 kW (estiu=True)
30/03/2023 08:00 43 kW (estiu=True)
30/03/2023 09:00 42 kW (estiu=True)
30/03/2023 10:00 43 kW (estiu=True)
30/03/2023 11:00 43 kW (estiu=True)
30/03/2023 12:00 54 kW (estiu=True)
30/03/2023 13:00 61 kW (estiu=True)
30/03/2023 14:00 63 kW (estiu=True)
30/03/2023 15:00 51 kW (estiu=True)
30/03/2023 16:00 38 kW (estiu=True)
30/03/2023 17:00 27 kW (estiu=True)
30/03/2023 18:00 39 kW (estiu=True)
30/03/2023 19:00 49 kW (estiu=True)
30/03/2023 20:00 49 kW (estiu=True)
30/03/2023 21:00 100 kW (estiu=True)
30/03/2023 22:00 93 kW (estiu=True)
30/03/2023 23:00 49 kW (estiu=True)
31/03/2023 00:00 38 kW (estiu=True)
31/03/2023 01:00 27 kW (estiu=True)
31/03/2023 02:00 27 kW (estiu=True)
31/03/2023 03:00 26 kW (estiu=True)
31/03/2023 04:00 27 kW (estiu=True)
31/03/2023 05:00 26 kW (estiu=True)
31/03/2023 06:00 27 kW (estiu=True)
31/03/2023 07:00 27 kW (estiu=True)
31/03/2023 08:00 39 kW (estiu=True)
31/03/2023 09:00 45 kW (estiu=True)
31/03/2023 10:00 42 kW (estiu=True)
31/03/2023 11:00 40 kW (estiu=True)
31/03/2023 12:00 53 kW (estiu=True)
31/03/2023 13:00 61 kW (estiu=True)
31/03/2023 14:00 62 kW (estiu=True)
31/03/2023 15:00 55 kW (estiu=True)
31/03/2023 16:00 28 kW (estiu=True)
31/03/2023 17:00 25 kW (estiu=True)
31/03/2023 18:00 34 kW (estiu=True)
31/03/2023 19:00 47 kW (estiu=True)
31/03/2023 20:00 48 kW (estiu=True)
31/03/2023 21:00 56 kW (estiu=True)
31/03/2023 22:00 58 kW (estiu=True)
31/03/2023 23:00 58 kW (estiu=True)
01/04/2023 00:00 41 kW (estiu=True)
01/04/2023 01:00 26 kW (estiu=True)
01/04/2023 02:00 27 kW (estiu=True)
01/04/2023 03:00 26 kW (estiu=True)
01/04/2023 04:00 27 kW (estiu=True)
01/04/2023 05:00 27 kW (estiu=True)
01/04/2023 06:00 27 kW (estiu=True)
01/04/2023 07:00 27 kW (estiu=True)
01/04/2023 08:00 25 kW (estiu=True)
01/04/2023 09:00 22 kW (estiu=True)
01/04/2023 10:00 32 kW (estiu=True)
01/04/2023 11:00 24 kW (estiu=True)
01/04/2023 12:00 25 kW (estiu=True)
01/04/2023 13:00 22 kW (estiu=True)
01/04/2023 14:00 25 kW (estiu=True)
01/04/2023 15:00 27 kW (estiu=True)
01/04/2023 16:00 28 kW (estiu=True)
01/04/2023 17:00 26 kW (estiu=True)
01/04/2023 18:00 22 kW (estiu=True)
01/04/2023 19:00 20 kW (estiu=True)
01/04/2023 20:00 14 kW (estiu=True)
01/04/2023 21:00 21 kW (estiu=True)
01/04/2023 22:00 25 kW (estiu=True)
01/04/2023 23:00 24 kW (estiu=True)
02/04/2023 00:00 24 kW (estiu=True)
02/04/2023 01:00 24 kW (estiu=True)
02/04/2023 02:00 23 kW (estiu=True)
02/04/2023 03:00 24 kW (estiu=True)
02/04/2023 04:00 24 kW (estiu=True)
02/04/2023 05:00 24 kW (estiu=True)
02/04/2023 06:00 23 kW (estiu=True)
02/04/2023 07:00 24 kW (estiu=True)
02/04/2023 08:00 23 kW (estiu=True)
02/04/2023 09:00 18 kW (estiu=True)
02/04/2023 10:00 19 kW (estiu=True)
02/04/2023 11:00 19 kW (estiu=True)
02/04/2023 12:00 22 kW (estiu=True)
02/04/2023 13:00 26 kW (estiu=True)
02/04/2023 14:00 27 kW (estiu=True)
02/04/2023 15:00 24 kW (estiu=True)
02/04/2023 16:00 15 kW (estiu=True)
02/04/2023 17:00 15 kW (estiu=True)
02/04/2023 18:00 15 kW (estiu=True)
02/04/2023 19:00 15 kW (estiu=True)
02/04/2023 20:00 14 kW (estiu=True)
02/04/2023 21:00 21 kW (estiu=True)
02/04/2023 22:00 25 kW (estiu=True)
02/04/2023 23:00 25 kW (estiu=True)
03/04/2023 00:00 25 kW (estiu=True)
03/04/2023 01:00 23 kW (estiu=True)
03/04/2023 02:00 23 kW (estiu=True)
03/04/2023 03:00 24 kW (estiu=True)
03/04/2023 04:00 23 kW (estiu=True)
03/04/2023 05:00 23 kW (estiu=True)
03/04/2023 06:00 24 kW (estiu=True)
03/04/2023 07:00 23 kW (estiu=True)
03/04/2023 08:00 36 kW (estiu=True)
03/04/2023 09:00 42 kW (estiu=True)
03/04/2023 10:00 114 kW (estiu=True)
03/04/2023 11:00 97 kW (estiu=True)
03/04/2023 12:00 75 kW (estiu=True)
03/04/2023 13:00 76 kW (estiu=True)
03/04/2023 14:00 74 kW (estiu=True)
03/04/2023 15:00 43 kW (estiu=True)
03/04/2023 16:00 33 kW (estiu=True)
03/04/2023 17:00 31 kW (estiu=True)
03/04/2023 18:00 32 kW (estiu=True)
03/04/2023 19:00 34 kW (estiu=True)
03/04/2023 20:00 43 kW (estiu=True)
03/04/2023 21:00 49 kW (estiu=True)
03/04/2023 22:00 47 kW (estiu=True)
03/04/2023 23:00 35 kW (estiu=True)
04/04/2023 00:00 31 kW (estiu=True)
04/04/2023 01:00 25 kW (estiu=True)
04/04/2023 02:00 24 kW (estiu=True)
04/04/2023 03:00 24 kW (estiu=True)
04/04/2023 04:00 25 kW (estiu=True)
04/04/2023 05:00 24 kW (estiu=True)
04/04/2023 06:00 24 kW (estiu=True)
04/04/2023 07:00 26 kW (estiu=True)
04/04/2023 08:00 35 kW (estiu=True)
04/04/2023 09:00 33 kW (estiu=True)
04/04/2023 10:00 108 kW (estiu=True)
04/04/2023 11:00 67 kW (estiu=True)
04/04/2023 12:00 70 kW (estiu=True)
04/04/2023 13:00 72 kW (estiu=True)
04/04/2023 14:00 70 kW (estiu=True)
04/04/2023 15:00 62 kW (estiu=True)
04/04/2023 16:00 39 kW (estiu=True)
04/04/2023 17:00 30 kW (estiu=True)
04/04/2023 18:00 31 kW (estiu=True)
04/04/2023 19:00 30 kW (estiu=True)
04/04/2023 20:00 41 kW (estiu=True)
04/04/2023 21:00 49 kW (estiu=True)
04/04/2023 22:00 48 kW (estiu=True)
04/04/2023 23:00 41 kW (estiu=True)
05/04/2023 00:00 27 kW (estiu=True)
05/04/2023 01:00 24 kW (estiu=True)
05/04/2023 02:00 23 kW (estiu=True)
05/04/2023 03:00 24 kW (estiu=True)
05/04/2023 04:00 24 kW (estiu=True)
05/04/2023 05:00 24 kW (estiu=True)
05/04/2023 06:00 23 kW (estiu=True)
05/04/2023 07:00 25 kW (estiu=True)
05/04/2023 08:00 32 kW (estiu=True)
05/04/2023 09:00 36 kW (estiu=True)
05/04/2023 10:00 47 kW (estiu=True)
05/04/2023 11:00 44 kW (estiu=True)
05/04/2023 12:00 49 kW (estiu=True)
05/04/2023 13:00 51 kW (estiu=True)
05/04/2023 14:00 38 kW (estiu=True)
05/04/2023 15:00 35 kW (estiu=True)
05/04/2023 16:00 30 kW (estiu=True)
05/04/2023 17:00 22 kW (estiu=True)
05/04/2023 18:00 23 kW (estiu=True)
05/04/2023 19:00 21 kW (estiu=True)
05/04/2023 20:00 29 kW (estiu=True)
05/04/2023 21:00 40 kW (estiu=True)
05/04/2023 22:00 43 kW (estiu=True)
05/04/2023 23:00 43 kW (estiu=True)
06/04/2023 00:00 38 kW (estiu=True)
06/04/2023 01:00 24 kW (estiu=True)
06/04/2023 02:00 24 kW (estiu=True)
06/04/2023 03:00 24 kW (estiu=True)
06/04/2023 04:00 24 kW (estiu=True)
06/04/2023 05:00 24 kW (estiu=True)
06/04/2023 06:00 24 kW (estiu=True)
06/04/2023 07:00 24 kW (estiu=True)
06/04/2023 08:00 33 kW (estiu=True)
06/04/2023 09:00 38 kW (estiu=True)
06/04/2023 10:00 45 kW (estiu=True)
06/04/2023 11:00 55 kW (estiu=True)
06/04/2023 12:00 72 kW (estiu=True)
06/04/2023 13:00 73 kW (estiu=True)
06/04/2023 14:00 72 kW (estiu=True)
06/04/2023 15:00 40 kW (estiu=True)
06/04/2023 16:00 18 kW (estiu=True)
06/04/2023 17:00 18 kW (estiu=True)
06/04/2023 18:00 18 kW (estiu=True)
06/04/2023 19:00 18 kW (estiu=True)
06/04/2023 20:00 34 kW (estiu=True)
06/04/2023 21:00 42 kW (estiu=True)
06/04/2023 22:00 44 kW (estiu=True)
06/04/2023 23:00 44 kW (estiu=True)
07/04/2023 00:00 32 kW (estiu=True)
07/04/2023 01:00 25 kW (estiu=True)
07/04/2023 02:00 25 kW (estiu=True)
07/04/2023 03:00 24 kW (estiu=True)
07/04/2023 04:00 23 kW (estiu=True)
07/04/2023 05:00 24 kW (estiu=True)
07/04/2023 06:00 23 kW (estiu=True)
07/04/2023 07:00 24 kW (estiu=True)
07/04/2023 08:00 31 kW (estiu=True)
07/04/2023 09:00 16 kW (estiu=True)
07/04/2023 10:00 60 kW (estiu=True)
07/04/2023 11:00 117 kW (estiu=True)
07/04/2023 12:00 117 kW (estiu=True)
07/04/2023 13:00 63 kW (estiu=True)
07/04/2023 14:00 52 kW (estiu=True)
07/04/2023 15:00 43 kW (estiu=True)
07/04/2023 16:00 19 kW (estiu=True)
07/04/2023 17:00 18 kW (estiu=True)
07/04/2023 18:00 17 kW (estiu=True)
07/04/2023 19:00 17 kW (estiu=True)
07/04/2023 20:00 17 kW (estiu=True)
07/04/2023 21:00 24 kW (estiu=True)
07/04/2023 22:00 28 kW (estiu=True)
07/04/2023 23:00 29 kW (estiu=True)
08/04/2023 00:00 29 kW (estiu=True)
08/04/2023 01:00 26 kW (estiu=True)
08/04/2023 02:00 26 kW (estiu=True)
08/04/2023 03:00 27 kW (estiu=True)
08/04/2023 04:00 26 kW (estiu=True)
08/04/2023 05:00 26 kW (estiu=True)
08/04/2023 06:00 26 kW (estiu=True)
08/04/2023 07:00 27 kW (estiu=True)
08/04/2023 08:00 23 kW (estiu=True)
08/04/2023 09:00 17 kW (estiu=True)
08/04/2023 10:00 20 kW (estiu=True)
08/04/2023 11:00 57 kW (estiu=True)
08/04/2023 12:00 55 kW (estiu=True)
08/04/2023 13:00 54 kW (estiu=True)
08/04/2023 14:00 48 kW (estiu=True)
08/04/2023 15:00 20 kW (estiu=True)
08/04/2023 16:00 24 kW (estiu=True)
08/04/2023 17:00 49 kW (estiu=True)
08/04/2023 18:00 119 kW (estiu=True)
08/04/2023 19:00 115 kW (estiu=True)
08/04/2023 20:00 108 kW (estiu=True)
08/04/2023 21:00 98 kW (estiu=True)
08/04/2023 22:00 77 kW (estiu=True)
08/04/2023 23:00 52 kW (estiu=True)
09/04/2023 00:00 49 kW (estiu=True)
09/04/2023 01:00 31 kW (estiu=True)
09/04/2023 02:00 26 kW (estiu=True)
09/04/2023 03:00 25 kW (estiu=True)
09/04/2023 04:00 25 kW (estiu=True)
09/04/2023 05:00 26 kW (estiu=True)
09/04/2023 06:00 26 kW (estiu=True)
09/04/2023 07:00 50 kW (estiu=True)
09/04/2023 08:00 45 kW (estiu=True)
09/04/2023 09:00 50 kW (estiu=True)
09/04/2023 10:00 61 kW (estiu=True)
09/04/2023 11:00 80 kW (estiu=True)
09/04/2023 12:00 133 kW (estiu=True)
09/04/2023 13:00 137 kW (estiu=True)
09/04/2023 14:00 138 kW (estiu=True)
09/04/2023 15:00 114 kW (estiu=True)
09/04/2023 16:00 46 kW (estiu=True)
09/04/2023 17:00 29 kW (estiu=True)
09/04/2023 18:00 23 kW (estiu=True)
09/04/2023 19:00 20 kW (estiu=True)
09/04/2023 20:00 18 kW (estiu=True)
09/04/2023 21:00 22 kW (estiu=True)
09/04/2023 22:00 33 kW (estiu=True)
09/04/2023 23:00 29 kW (estiu=True)
10/04/2023 00:00 29 kW (estiu=True)
10/04/2023 01:00 27 kW (estiu=True)
10/04/2023 02:00 27 kW (estiu=True)
10/04/2023 03:00 27 kW (estiu=True)
10/04/2023 04:00 27 kW (estiu=True)
10/04/2023 05:00 28 kW (estiu=True)
10/04/2023 06:00 27 kW (estiu=True)
10/04/2023 07:00 29 kW (estiu=True)
10/04/2023 08:00 33 kW (estiu=True)
10/04/2023 09:00 27 kW (estiu=True)
10/04/2023 10:00 39 kW (estiu=True)
10/04/2023 11:00 96 kW (estiu=True)
10/04/2023 12:00 111 kW (estiu=True)
10/04/2023 13:00 44 kW (estiu=True)
10/04/2023 14:00 19 kW (estiu=True)
10/04/2023 15:00 16 kW (estiu=True)
10/04/2023 16:00 15 kW (estiu=True)
10/04/2023 17:00 15 kW (estiu=True)
10/04/2023 18:00 13 kW (estiu=True)
10/04/2023 19:00 13 kW (estiu=True)
10/04/2023 20:00 14 kW (estiu=True)
10/04/2023 21:00 19 kW (estiu=True)
10/04/2023 22:00 25 kW (estiu=True)
10/04/2023 23:00 25 kW (estiu=True)
11/04/2023 00:00 24 kW (estiu=True)
11/04/2023 01:00 23 kW (estiu=True)
11/04/2023 02:00 23 kW (estiu=True)
11/04/2023 03:00 23 kW (estiu=True)
11/04/2023 04:00 23 kW (estiu=True)
11/04/2023 05:00 23 kW (estiu=True)
11/04/2023 06:00 23 kW (estiu=True)
11/04/2023 07:00 24 kW (estiu=True)
11/04/2023 08:00 31 kW (estiu=True)
11/04/2023 09:00 32 kW (estiu=True)
11/04/2023 10:00 47 kW (estiu=True)
11/04/2023 11:00 66 kW (estiu=True)
11/04/2023 12:00 69 kW (estiu=True)
11/04/2023 13:00 66 kW (estiu=True)
11/04/2023 14:00 61 kW (estiu=True)
11/04/2023 15:00 55 kW (estiu=True)
11/04/2023 16:00 25 kW (estiu=True)
11/04/2023 17:00 48 kW (estiu=True)
11/04/2023 18:00 46 kW (estiu=True)
11/04/2023 19:00 42 kW (estiu=True)
11/04/2023 20:00 41 kW (estiu=True)
11/04/2023 21:00 46 kW (estiu=True)
11/04/2023 22:00 49 kW (estiu=True)
11/04/2023 23:00 49 kW (estiu=True)
12/04/2023 00:00 35 kW (estiu=True)
12/04/2023 01:00 17 kW (estiu=True)
12/04/2023 02:00 18 kW (estiu=True)
12/04/2023 03:00 17 kW (estiu=True)
12/04/2023 04:00 17 kW (estiu=True)
12/04/2023 05:00 18 kW (estiu=True)
12/04/2023 06:00 17 kW (estiu=True)
12/04/2023 07:00 18 kW (estiu=True)
12/04/2023 08:00 34 kW (estiu=True)
12/04/2023 09:00 22 kW (estiu=True)
12/04/2023 10:00 28 kW (estiu=True)
12/04/2023 11:00 30 kW (estiu=True)
12/04/2023 12:00 42 kW (estiu=True)
12/04/2023 13:00 58 kW (estiu=True)
12/04/2023 14:00 55 kW (estiu=True)
12/04/2023 15:00 27 kW (estiu=True)
12/04/2023 16:00 19 kW (estiu=True)
12/04/2023 17:00 19 kW (estiu=True)
12/04/2023 18:00 32 kW (estiu=True)
12/04/2023 19:00 42 kW (estiu=True)
12/04/2023 20:00 42 kW (estiu=True)
12/04/2023 21:00 46 kW (estiu=True)
12/04/2023 22:00 52 kW (estiu=True)
12/04/2023 23:00 50 kW (estiu=True)
13/04/2023 00:00 39 kW (estiu=True)
13/04/2023 01:00 19 kW (estiu=True)
13/04/2023 02:00 18 kW (estiu=True)
13/04/2023 03:00 18 kW (estiu=True)
13/04/2023 04:00 18 kW (estiu=True)
13/04/2023 05:00 18 kW (estiu=True)
13/04/2023 06:00 17 kW (estiu=True)
13/04/2023 07:00 17 kW (estiu=True)
13/04/2023 08:00 21 kW (estiu=True)
13/04/2023 09:00 20 kW (estiu=True)
13/04/2023 10:00 36 kW (estiu=True)
13/04/2023 11:00 59 kW (estiu=True)
13/04/2023 12:00 63 kW (estiu=True)
13/04/2023 13:00 60 kW (estiu=True)
13/04/2023 14:00 59 kW (estiu=True)
13/04/2023 15:00 39 kW (estiu=True)
13/04/2023 16:00 20 kW (estiu=True)
13/04/2023 17:00 21 kW (estiu=True)
13/04/2023 18:00 38 kW (estiu=True)
13/04/2023 19:00 48 kW (estiu=True)
13/04/2023 20:00 48 kW (estiu=True)
13/04/2023 21:00 52 kW (estiu=True)
13/04/2023 22:00 58 kW (estiu=True)
13/04/2023 23:00 50 kW (estiu=True)
14/04/2023 00:00 31 kW (estiu=True)
14/04/2023 01:00 24 kW (estiu=True)
14/04/2023 02:00 24 kW (estiu=True)
14/04/2023 03:00 23 kW (estiu=True)
14/04/2023 04:00 23 kW (estiu=True)
14/04/2023 05:00 24 kW (estiu=True)
14/04/2023 06:00 23 kW (estiu=True)
14/04/2023 07:00 23 kW (estiu=True)
14/04/2023 08:00 27 kW (estiu=True)
14/04/2023 09:00 24 kW (estiu=True)
14/04/2023 10:00 27 kW (estiu=True)
14/04/2023 11:00 57 kW (estiu=True)
14/04/2023 12:00 62 kW (estiu=True)
14/04/2023 13:00 56 kW (estiu=True)
14/04/2023 14:00 55 kW (estiu=True)
14/04/2023 15:00 32 kW (estiu=True)
14/04/2023 16:00 19 kW (estiu=True)
14/04/2023 17:00 22 kW (estiu=True)
14/04/2023 18:00 30 kW (estiu=True)
14/04/2023 19:00 44 kW (estiu=True)
14/04/2023 20:00 45 kW (estiu=True)
14/04/2023 21:00 48 kW (estiu=True)
14/04/2023 22:00 53 kW (estiu=True)
14/04/2023 23:00 47 kW (estiu=True)
15/04/2023 00:00 31 kW (estiu=True)
15/04/2023 01:00 22 kW (estiu=True)
15/04/2023 02:00 21 kW (estiu=True)
15/04/2023 03:00 21 kW (estiu=True)
15/04/2023 04:00 21 kW (estiu=True)
15/04/2023 05:00 21 kW (estiu=True)
15/04/2023 06:00 21 kW (estiu=True)
15/04/2023 07:00 22 kW (estiu=True)
15/04/2023 08:00 26 kW (estiu=True)
15/04/2023 09:00 31 kW (estiu=True)
15/04/2023 10:00 34 kW (estiu=True)
15/04/2023 11:00 30 kW (estiu=True)
15/04/2023 12:00 30 kW (estiu=True)
15/04/2023 13:00 25 kW (estiu=True)
15/04/2023 14:00 24 kW (estiu=True)
15/04/2023 15:00 17 kW (estiu=True)
15/04/2023 16:00 17 kW (estiu=True)
15/04/2023 17:00 19 kW (estiu=True)
15/04/2023 18:00 20 kW (estiu=True)
15/04/2023 19:00 20 kW (estiu=True)
15/04/2023 20:00 22 kW (estiu=True)
15/04/2023 21:00 31 kW (estiu=True)
15/04/2023 22:00 39 kW (estiu=True)
15/04/2023 23:00 34 kW (estiu=True)
16/04/2023 00:00 32 kW (estiu=True)
16/04/2023 01:00 27 kW (estiu=True)
16/04/2023 02:00 23 kW (estiu=True)
16/04/2023 03:00 22 kW (estiu=True)
16/04/2023 04:00 22 kW (estiu=True)
16/04/2023 05:00 22 kW (estiu=True)
16/04/2023 06:00 22 kW (estiu=True)
16/04/2023 07:00 22 kW (estiu=True)
16/04/2023 08:00 19 kW (estiu=True)
16/04/2023 09:00 16 kW (estiu=True)
16/04/2023 10:00 22 kW (estiu=True)
16/04/2023 11:00 23 kW (estiu=True)
16/04/2023 12:00 22 kW (estiu=True)
16/04/2023 13:00 20 kW (estiu=True)
16/04/2023 14:00 14 kW (estiu=True)
16/04/2023 15:00 15 kW (estiu=True)
16/04/2023 16:00 16 kW (estiu=True)
16/04/2023 17:00 22 kW (estiu=True)
16/04/2023 18:00 22 kW (estiu=True)
16/04/2023 19:00 21 kW (estiu=True)
16/04/2023 20:00 23 kW (estiu=True)
16/04/2023 21:00 20 kW (estiu=True)
16/04/2023 22:00 26 kW (estiu=True)
16/04/2023 23:00 26 kW (estiu=True)
17/04/2023 00:00 24 kW (estiu=True)
17/04/2023 01:00 22 kW (estiu=True)
17/04/2023 02:00 22 kW (estiu=True)
17/04/2023 03:00 21 kW (estiu=True)
17/04/2023 04:00 22 kW (estiu=True)
17/04/2023 05:00 22 kW (estiu=True)
17/04/2023 06:00 21 kW (estiu=True)
17/04/2023 07:00 23 kW (estiu=True)
17/04/2023 08:00 26 kW (estiu=True)
17/04/2023 09:00 32 kW (estiu=True)
17/04/2023 10:00 42 kW (estiu=True)
17/04/2023 11:00 61 kW (estiu=True)
17/04/2023 12:00 67 kW (estiu=True)
17/04/2023 13:00 64 kW (estiu=True)
17/04/2023 14:00 64 kW (estiu=True)
17/04/2023 15:00 55 kW (estiu=True)
17/04/2023 16:00 31 kW (estiu=True)
17/04/2023 17:00 26 kW (estiu=True)
